CustomObject_Well_Name |= 우물
CustomObject_Greenhouse_Evergreen_Name |= 에버그린하우스
CustomObject_Greenhouse_Evergreen_Desc |= 아름답고 다른 세상 같은 온실입니다. 다양한 크기로 제공됩니다. 별점 1개를 추가합니다.
CustomObject_Fairweather_Mirror_Name |= 거울 거울
CustomObject_Fairweather_Mirror_Desc |= 이 우아하고 마법 같은 거울로 매일 매력을 높여보세요.
CustomObject_Chair_A_Name |= 제작 의자
CustomObject_Chair_A_Desc |= 이 의자에 엉덩이를 올려놓으세요.
CustomObject_Chair_A_High_Name |= 고급스러운 의자
CustomObject_Chair_A_High_Desc |= 장인이 만든, 당신의 허리를 위한 의자.
CustomObject_Stool_High_Name |= 심플하고 고급스러운 스툴
CustomObject_Stool_High_Desc |= 최고급 목재만을 사용하여 편안한 착석감을 제공합니다.
CustomObject_Chair_A_Med_Name |= 심플하고 튼튼한 의자
CustomObject_Chair_A_Med_Desc |= 오래 사용할 수 있도록 제작되었습니다.
CustomObject_Stool_Med_Name |= 튼튼한 스툴
CustomObject_Stool_Med_Desc |= 엉덩이를 편안하게 받쳐줍니다.
CustomObject_Table_Horizontal_Med_Name |= 견고한 디너 테이블
CustomObject_Table_Horizontal_Med_Desc |= 모든 저녁 식사에 적합한 튼튼한 테이블.
CustomObject_Table_Horizontal_High_Name |= 고급스러운 디너 테이블
CustomObject_Table_Horizontal_High_Desc |= 이 사랑스러운 테이블로 멋지게 접대하세요.
CustomObject_Wall_Left_Name |= 왼쪽 벽
CustomObject_Wall_Left_Desc |= 분할.
CustomObject_Moss_Stump_Name |= 이끼 그루터기
CustomObject_Moss_Stump_Desc |= 이 전용 그루터기로 이끼를 키웁니다.
CustomObject_Campfire_Name |= 캠프파이어
CustomObject_Campfire_Desc |= 매일 캠프파이어를 하면 일하고, 쉬고, 저축하는 데 도움이 됩니다.
CustomObject_Trough_A_Name |= 돼지 물통
CustomObject_Trough_A_Desc |= 이 탄력적인 물통으로 돼지를 모을 수 있습니다. 스폰 지점 역할도 합니다.
CustomObject_Trough_B_Name |= 양 물통
CustomObject_Trough_B_Desc |= 잘 만들어진 금속 물통으로 양 친구들을 유혹하세요. 스폰 지점 역할도 합니다.
CustomObject_Trough_C_Name |= 닭 물통
CustomObject_Trough_C_Desc |= 닭을 매혹시킬 수 있는 기발하고 귀여운 물통입니다. 닭의 산란지 역할도 합니다.
CustomObject_Ruins_Red_Wall_B_Name |= 크고 단단한 폐허가 된 벽
CustomObject_Ruins_Red_Wall_B_Desc |= 공간을 차지하지만 진짜 에이스처럼 보입니다!
CustomObject_Ruins_Red_Wall_C_Name |= 폐허가 된 오래된 벽
CustomObject_Ruins_Red_Wall_C_Desc |= 벽에 앉아서 아이스크림을 먹으면 좋겠어요.
CustomObject_Ruins_Red_Pillar_Small_Name |= 작은 오래된 기둥 기초
CustomObject_Ruins_Red_Pillar_Small_Desc |= 기본 가격의 베이스.
CustomObject_Ruins_Red_Pillar_Medium_A_Name |= 클래식 기둥
CustomObject_Ruins_Red_Pillar_Medium_A_Desc |= 이 기둥에서 잠들지 마세요.
CustomObject_Tree_SugarPlum_Name |= 설탕 자두나무
CustomObject_Tree_SugarPlum_Desc |= 단맛의 원천.
CustomObject_Bush_ElderBerry_Name |= 엘더베리 덤불
CustomObject_Bush_ElderBerry_Desc |= 이 덤불로 맛있는 페이 베리를 얻을 수 있습니다.
CustomObject_Bush_DuskCherry_Name |= 황혼 체리 덤불
CustomObject_Bush_DuskCherry_Desc |= 당신의 베리 제국에는 해가 지지 않습니다.
CustomObject_Bush_Tomato_Name |= 토마토 덩굴
CustomObject_Bush_Tomato_Desc |= 틱톡... 시간 낭비하지 마세요... 이 덩굴을 사세요!
CustomObject_Bush_Veill_Name |= 베일 덤불
CustomObject_Bush_Veill_Desc |= 이 거래를 피하지 마세요.
CustomObject_Bush_CrystalBean_Name |= 크리스탈 콩 덤불
CustomObject_Bush_CrystalBean_Desc |= 크리스탈 콩은 열다섯 가지를 빛나게 합니다.
CustomObject_GluttonsTrough_Name |= 글루톤 여물통
CustomObject_GluttonsTrough_Desc |= 채워지면 자동으로 동물에게 먹이를 줍니다.
CustomObject_SeedReplicator_Name |= 씨앗 복제기
CustomObject_SeedReplicator_Desc |= 썩은 사과를 다양한 씨앗으로 바꿔줍니다!
CustomObject_InspectingGadget_Name |= 가젯 검사기
CustomObject_InspectingGadget_Desc |= 매일 아이템을 분석하여 아이템의 비밀을 알아냅니다.
CustomObject_WindChime_Name |= 윈드 차임
CustomObject_WindChime_Desc |= 얼마나 아름다운 음악을 만드는지.
CustomObject_Bed_Double_Name |= 고급 더블 침대
CustomObject_Bed_Double_Desc |= 신혼부부라면 이 침대를 구입하세요!
CustomObject_ExtraFaeGrass_Name |= 상록 잔디
CustomObject_ExtraFaeGrass_Desc |= 반대편은 항상 더 푸르릅니다.
CustomObject_Fae_Banner_Name |= 페어리 배너
CustomObject_Fae_Banner_Desc |= 정원을 자동차 판매 쇼룸으로 바꿔보세요.
CustomObject_BumpaBed_Name |= 범바블룹프눕 침대
CustomObject_BumpaBed_Desc |= 헬리콥터를 좋아하는 반려동물을 위한 아늑한 침대입니다.
CustomObject_FlowerHedge1_Name |= 꽃 울타리
CustomObject_FlowerHedge1_Desc |= 에이스 관목!
CustomObject_Fence_Flower_Name |= 꽃이 만발한 칸막이
CustomObject_Fence_Flower_Desc |= '접근 금지'라고 말하지만 미소를 짓고 있습니다.
CustomObject_Bench_Wood_A_Name |= 연인의 벤치
CustomObject_Bench_Wood_A_Desc |= 공원에서 핀 벤치.
CustomObject_Bench_Wood_B_Name |= 클래식 벤치
CustomObject_Bench_Wood_B_Desc |= 벤치에 앉아 있습니다.
CustomObject_Bench_Metal_A_Name |= 구리 작업 벤치
CustomObject_Bench_Metal_A_Desc |= 만족하지 마세요.
CustomObject_Floor_StonePath_C_Name |= 돌 경로
CustomObject_Floor_StonePath_C_Desc |= 하드웨어.
CustomObject_Floor_StonePath_D_Name |= 작은 돌 경로
CustomObject_Floor_StonePath_D_Desc |= 돌 벌집처럼.
CustomObject_Floor_StonePath_E_Name |= 격자형 돌 경로
CustomObject_Floor_StonePath_E_Desc |= 낡은 기하학적 효과입니다.
CustomObject_Floor_FlowerBed_A_Name |= 화단
CustomObject_Floor_FlowerBed_A_Desc |= 꽃과 나뭇잎의 매력적인 혼합.
CustomObject_Haybale_A_Name |= 건초더미
CustomObject_Haybale_A_Desc |= 연착륙.
CustomObject_Haybale_B_Name |= 청키 헤이베일
CustomObject_Haybale_B_Desc |= 마지막 짚.
CustomObject_MilkChurn_Name |= 우유 이탈
CustomObject_MilkChurn_Desc |= 고전적인 농장 느낌.
CustomObject_Fence_Picket_Name |= 피켓 울타리
CustomObject_Fence_Picket_Desc |= 고급스러운 교외 느낌의 울타리입니다.
CustomObject_Statue_Jab_A_Name |= 재버워크 조각 - 전면
CustomObject_Statue_Jab_A_Desc |= 크리처 특징입니다.
CustomObject_Statue_Jab_B_Name |= 뱀 아치 조각상
CustomObject_Statue_Jab_B_Desc |= 위대한 호수!
CustomObject_Statue_Jab_C_Name |= 재버워크 조각 - 몸통
CustomObject_Statue_Jab_C_Desc |= 멋진 액자입니다.
CustomObject_Statue_Wyrm_A_Name |= 웜 - 돌 연구 - 머리
CustomObject_Statue_Wyrm_A_Desc |= 항상 인생에서 앞서 나가세요.
CustomObject_Statue_Wyrm_B_Name |= 웜 - 석재 연구실 - 큰 몸통
CustomObject_Statue_Wyrm_B_Desc |= 봄을 맞아 날렵하게.
CustomObject_Statue_Wyrm_C_Name |= 웜 - 석재 연구 - 작은 몸통
CustomObject_Statue_Wyrm_C_Desc |= 기생충에 질리지 않을 것입니다.
CustomObject_Statue_Jab_D_Name |= 재버워크 조각 - 꼬리
CustomObject_Statue_Jab_D_Desc |= 정원의 뒤쪽 끝에 놓습니다.
CustomObject_Statue_NPC_Dad_Name |= 아빠 조각상
CustomObject_Statue_NPC_Dad_Desc |= 말 그대로 아버지 조각상입니다.
CustomObject_Statue_NPC_Female_Name |= 영웅 조각상
CustomObject_Statue_NPC_Female_Desc |= 개성 넘치는 여성 동상입니다.
CustomObject_Statue_NPC_Male_Name |= 영웅 조각상
CustomObject_Statue_NPC_Male_Desc |= 아이코닉.
CustomObject_Statue_NPC_Mum_Name |= 엄마 조각상
CustomObject_Statue_NPC_Mum_Desc |= 엄마처럼, 딸처럼.
CustomObject_Statue_NPC_Pig_Name |= 돼지 조각상
CustomObject_Statue_NPC_Pig_Desc |= 아, 트러플!
CustomObject_Statue_NPC_Sheep_Name |= 양 조각상
CustomObject_Statue_NPC_Sheep_Desc |= 또 양 동상.
CustomObject_Statue_NPC_Hob_Name |= 홉 조각상
CustomObject_Statue_NPC_Hob_Desc |= 정원 공간에 고블린이 될 것입니다.
CustomObject_Statue_NPC_Spriggan_Name |= 스프리건 조각상
CustomObject_Statue_NPC_Spriggan_Desc |= 돌로 만들면 타깃이 되기 쉽습니다.
CustomObject_Statue_NPC_Croaker_Name |= 크로커 조각상
CustomObject_Statue_NPC_Croaker_Desc |= 전체적으로 두꺼비입니다.
CustomObject_Statue_NPC_Nob_Name |= 놉 조각상
CustomObject_Statue_NPC_Nob_Desc |= 농담 필요 없음.
CustomObject_Statue_NPC_Hag_Name |= 할망 동상
CustomObject_Statue_NPC_Hag_Desc |= 마녀! 잡지에 광고된 대로입니다.
CustomObject_Hedge3_Name |= 울타리
CustomObject_Hedge3_Desc |= 독식하지 마세요.
CustomObject_Hedge4_Name |= 울타리
CustomObject_Hedge4_Desc |= 자금이 있습니까?
CustomObject_BlueprintTable_Name |= 커스터마이징 테이블
CustomObject_BlueprintTable_Desc |= 커스터마이징용.
CustomObject_VaseOfForgiveness_Name |= 용서의 꽃병
CustomObject_VaseOfForgiveness_Desc |= 이 아름다운 꽃병으로 배우자가 당신을 미워하지 않을 것입니다. 또한 모임 중 부상을 입어도 기분이 나빠지지 않습니다.
CustomObject_Bookcase_High_Name |= 클래식 책장
CustomObject_Bookcase_High_Desc |= 이 웅장한 책장으로 스타일리시하게 공부하세요.
CustomObject_Bookcase_Med_Name |= 튼튼한 책장
CustomObject_Bookcase_Med_Desc |= 튼튼하고 잘 만들어진 책장. 학습에 좋습니다.
CustomObject_Ruins_Frog_B_Name |= 개구리 조각
CustomObject_Ruins_Frog_B_Desc |= 이 저렴한 조각상을 위해 달려가세요.
CustomObject_Ruins_Wall_Section_A_Name |= 부서진 폐허 벽
CustomObject_Ruins_Wall_Section_A_Desc |= 정원에 사람이 사는 것처럼 보이게 합니다.
CustomObject_Counter_Corner_Left_High_Name |= 고급스러운 코너 카운터
CustomObject_Counter_Corner_Left_High_Desc |= 1L의 좋은 카운터.
CustomObject_Counter_Corner_Left_Cloth_High_Name |= 고급스러운 덮개형 코너 카운터
CustomObject_Counter_Corner_Left_Cloth_High_Desc |= 이 스마트한 커버 버전으로 카운터를 보호하세요.
CustomObject_Counter_Corner_Right_High_Name |= 고급스러운 코너 카운터
CustomObject_Counter_Corner_Right_High_Desc |=
CustomObject_Counter_Corner_Right_Cloth_High_Name |= 고급스러운 코너 카운터
CustomObject_Counter_Corner_Right_Cloth_High_Desc |=
CustomObject_Counter_Horizontal_High_Name |= 고급스러운 카운터
CustomObject_Counter_Horizontal_High_Desc |= 고급스러운 카운터 클래스.
CustomObject_Counter_Horizontal_Cloth_High_Name |= 고급스러운 덮개형 카운터
CustomObject_Counter_Horizontal_Cloth_High_Desc |= 이 덮개형 카운터 위에 몸을 드리웁니다.
CustomObject_Counter_Vertical_Centre_High_Name |= 고급스러운 덮개형 카운터
CustomObject_Counter_Vertical_Centre_High_Desc |=
CustomObject_Counter_Vertical_Centre_Cloth_High_Name |= 고급스러운 덮개형 카운터
CustomObject_Counter_Vertical_Centre_Cloth_High_Desc |=
CustomObject_Cupboard_High_Name |= 고급스러운 찬장
CustomObject_Cupboard_High_Desc |= 아름답게 만들어진 이 찬장으로 이웃을 한 단계 업그레이드하세요.
CustomObject_Shelves_A_High_Name |= 고급스러운 선반
CustomObject_Shelves_A_High_Desc |= 멋진 선반
CustomObject_Shelves_B_High_Name |= 심플한 고급 선반
CustomObject_Shelves_B_High_Desc |= 좀 더 멋진 선반
CustomObject_Shelves_C_High_Name |= 고급스러운 선반 제작
CustomObject_Shelves_C_High_Desc |= 벽에 가로로 놓인 나무 판자이지만 멋져 보입니다.
CustomObject_Sidetable_High_Name |= 고급스러운 사이드 테이블
CustomObject_Sidetable_High_Desc |= 침대 옆 물컵에 이상적입니다.
CustomObject_Table_Vertical_High_Name |= 고급스러운 수직 테이블
CustomObject_Table_Vertical_High_Desc |= 부와 친구의 환상을 줍니다.
CustomObject_Counter_Corner_Left_Med_Name |= 견고한 코너 카운터
CustomObject_Counter_Corner_Left_Med_Desc |= 견고한 코너 카운터. 흥미롭군요.
CustomObject_Counter_Corner_Left_Cloth_Med_Name |= 견고한 덮개형 카운터
CustomObject_Counter_Corner_Left_Cloth_Med_Desc |= 천을 덮은 모서리 카운터입니다.
CustomObject_Counter_Corner_Right_Med_Name |= 덮개를 덮지 않은 중간 카운터
CustomObject_Counter_Corner_Right_Med_Desc |= 천이 없는 코너 카운터입니다.
CustomObject_Counter_Corner_Right_Cloth_Med_Name |= 천이 있는 덮개가 없는 중형 카운터
CustomObject_Counter_Corner_Right_Cloth_Med_Desc |= 위에 천이 있는 중간 모서리 카운터입니다.
CustomObject_Counter_Horizontal_Med_Name |= 튼튼한 카운터
CustomObject_Counter_Horizontal_Med_Desc |= 안정적이고 유용합니다.
CustomObject_Counter_Horizontal_Cloth_Med_Name |= 견고한 덮개형 카운터
CustomObject_Counter_Horizontal_Cloth_Med_Desc |= 안정적이고 유용하며 천이 덮여 있습니다.
CustomObject_Counter_Vertical_Centre_Med_Name |= 견고한 수직 중간 카운터
CustomObject_Counter_Vertical_Centre_Med_Desc |= 반듯하고 유용합니다.
CustomObject_Counter_Vertical_Centre_Cloth_Med_Name |= 천으로 된 견고한 수직 센터 카운터
CustomObject_Counter_Vertical_Centre_Cloth_Med_Desc |= 똑바로 세워서 유용하며 천이 덮여 있습니다.
CustomObject_Cupboard_Med_Name |= 튼튼한 찬장
CustomObject_Cupboard_Med_Desc |= 내부에 판타지 영역이 숨겨져 있지 않습니다.
CustomObject_Shelves_A_Med_Name |= 튼튼한 선반
CustomObject_Shelves_A_Med_Desc |= 물건을 보관할 수 있는 잘 만들어진 선반입니다.
CustomObject_Shelves_B_Med_Name |= 소박한 선반
CustomObject_Shelves_B_Med_Desc |= 벽 수납이 필요한 시골 촌놈을 위한 선반입니다.
CustomObject_Shelves_C_Med_Name |= 농가 선반
CustomObject_Shelves_C_Med_Desc |= 오우, 이거 좋네요.
CustomObject_Sidetable_Med_Name |= 튼튼한 사이드 테이블
CustomObject_Sidetable_Med_Desc |= 침대의 좋은 동반자.
CustomObject_Table_Vertical_Med_Name |= 튼튼한 세로형 테이블
CustomObject_Table_Vertical_Med_Desc |= 업장을 깔끔하게 정리하고 싶은 분들을 위한 세로형 테이블입니다.
CustomObject_Bush_Grape_Name |= 포도 덤불
CustomObject_Bush_Grape_Desc |= 포도나무에 대한 소문은 이것이 훌륭한 포도를 제공한다는 것입니다.
CustomObject_Wall_WallpaperA_Name |= 벽지
CustomObject_Wall_WallpaperA_Desc |= 색상 변형이 있는 아름다운 벽지.
CustomObject_Wall_Castle_Name |= 성벽
CustomObject_Wall_Castle_Desc |= 집을 성으로 만드세요.
CustomObject_Wall_Bricks_Name |= 벽돌 벽
CustomObject_Wall_Bricks_Desc |= 견고하고 가정적인 벽입니다.
CustomObject_Wall_Metal_Name |= 금속 벽
CustomObject_Wall_Metal_Desc |= 미래로부터. 아니면 과거인가요?
CustomObject_Wall_Wainscott_Name |= 웨인스콧
CustomObject_Wall_Wainscott_Desc |= 웨인스콧? 찾아보세요.
CustomObject_Vampire_Shelves_A_Name |= 뱀파이어의 좁은 선반
CustomObject_Vampire_Shelves_A_Desc |= 좁은 고딕 양식입니다.
CustomObject_Vampire_Shelves_B_Name |= 뱀파이어의 넓은 선반
CustomObject_Vampire_Shelves_B_Desc |= 더 넓은 고딕 모양입니다.
CustomObject_Vampire_Table_Horizontal_Name |= 뱀파이어의 테이블
CustomObject_Vampire_Table_Horizontal_Desc |= 흥미로운 디너 파티에 많이 사용됩니다.
CustomObject_Vampire_Stool_Name |= 뱀파이어의 스툴
CustomObject_Vampire_Stool_Desc |= 뱀파이어가 앉는 곳, 뱀파이어가 앉는 의자**.
CustomObject_Vampire_Chair_A_Name |= 뱀파이어의 의자
CustomObject_Vampire_Chair_A_Desc |= 서까래에 매달려 있는 것이 너무 피곤할 때 사용합니다.
CustomObject_Tabletop_Vampire_A_Name |= 뱀파이어의 촛대
CustomObject_Tabletop_Vampire_A_Desc |= 막대기에 달린 작은 햇빛.
CustomObject_Cottage_Shelves_A_Name |= 좁은 코티지 선반
CustomObject_Cottage_Shelves_A_Desc |= 좁은 코티지 선반.
CustomObject_Cottage_Shelves_B_Name |= 넓은 코티지 선반
CustomObject_Cottage_Shelves_B_Desc |= 더 넓은 코티지 선반.
CustomObject_Cottage_Stool_Name |= 코티지 스툴
CustomObject_Cottage_Stool_Desc |= 코티지 룩에 어울리는 매우 편안한 스툴입니다.
CustomObject_Cottage_Chair_A_Name |= 코티지 의자
CustomObject_Cottage_Chair_A_Desc |= 등받이가 있어 주방 테이블에 적합한 의자.
CustomObject_Cottage_Table_Horizontal_Name |= 코티지 테이블
CustomObject_Cottage_Table_Horizontal_Desc |= 농가를 더욱 농가풍으로 만들어 줍니다.
CustomObject_Tabletop_Cottage_A_Name |= 코티지 꽃병
CustomObject_Tabletop_Cottage_A_Desc |= 영원한 꽃과 함께 제공됩니다.
CustomObject_CowPost_Name |= 소 포스트
CustomObject_CowPost_Desc |= 어이! 버터스카치! 이 포스터를 지켜주세요.
CustomObject_Floor_DeckingA_Name |= 정원 데크
CustomObject_Floor_DeckingA_Desc |= 보기 좋은 목재
CustomObject_Spring_Planter_Name |= 봄 화분
CustomObject_Spring_Planter_Desc |= 어떤 정원에도 어울리는 예쁜 화분.
CustomObject_Spring_Trellis_A_Name |= 봄 트렐리스
CustomObject_Spring_Trellis_A_Desc |= 감탄할 수 있는 사랑스러운 격자.
CustomObject_Spring_Trellis_B_Name |= 봄 꽃 트렐리스 
CustomObject_Spring_Trellis_B_Desc |= 이 멋진 격자를 타고 올라가는 꽃을 감상해보세요.
CustomObject_Spring_Picnic_Name |= 봄 피크닉 세트
CustomObject_Spring_Picnic_Desc |= 귀여운 장식용 피크닉 담요. 곰을 피해 보관하세요.
CustomObject_Spring_Plantpot_A_Name |= 봄 점토 화분
CustomObject_Spring_Plantpot_A_Desc |= 많은 비용이 들지 않는 멋진 작은 화분입니다.
CustomObject_Spring_Plantpot_B_Name |= 봄 작은 화분
CustomObject_Spring_Plantpot_B_Desc |= 누군가의 손으로 만든 핸드메이드 화분입니다.
CustomObject_Spring_Plantpot_C_Name |= 봄 대형 화분
CustomObject_Spring_Plantpot_C_Desc |= 색감을 더해주는 묵직한 점토 화분입니다.
CustomObject_Spring_Plantpot_D_Name |= 봄 화분
CustomObject_Spring_Plantpot_D_Desc |= 공간을 채우는 이상적인 작은 화분입니다.
CustomObject_Spring_Table_Name |= 봄 정원 테이블
CustomObject_Spring_Table_Desc |= 이웃이 질투할 만한 모던한 테이블입니다.
CustomObject_Spring_Arch_Name |= 봄 아치형 아치
CustomObject_Spring_Arch_Desc |= 저처럼 우아하고 키가 크고 화려한 아치형 테이블.
CustomObject_Spring_Bunting_Name |= 봄 멧새
CustomObject_Spring_Bunting_Desc |= 정원에 축제 분위기를 연출하세요.
CustomObject_Spring_Chair_A_Name |= 봄 정원 의자
CustomObject_Spring_Chair_A_Desc |= 흔들림 방지 기술이 적용되었습니다.
CustomObject_Spring_HangingBasket_A_Name |= 봄 걸이 바구니
CustomObject_Spring_HangingBasket_A_Desc |= 사랑스럽게 피어납니다.
CustomObject_Spring_HangingBasket_B_Name |= 봄 꽃 바구니
CustomObject_Spring_HangingBasket_B_Desc |= 당신의 영혼에 봄을 선사합니다.
CustomObject_Spring_Lantern_Name |= 봄 랜턴
CustomObject_Spring_Lantern_Desc |= 나방이 좋아할 사랑스러운 랜턴입니다.
CustomObject_Lantern_White_Right_Name |= 하얀 정원 램프
CustomObject_Lantern_White_Right_Desc |= 조명 문제에 대한 조명 솔루션입니다.

